1560;13;2;12/2/20;7:10;21.75
1530;11;2;12/2/20;7:15;21.75
1494;15;3;12/2/20;7:20;21.75
1494;15;3;12/2/20;7:25;21.75
1671;9;2;12/2/20;7:30;21.50
1671;9;2;12/2/20;7:35;21.50
1590;17;2;12/2/20;7:40;21.75
1548;15;1;12/2/20;7:45;21.50
1809;14;3;12/2/20;7:50;21.50
1809;14;3;12/2/20;7:55;21.50
1797;19;1;12/2/20;8:00;21.50
1797;19;1;12/2/20;8:05;21.50
1662;17;0;12/2/20;8:10;21.50
1662;17;0;12/2/20;8:15;21.50
1677;22;2;12/2/20;8:20;21.50
1713;19;2;12/2/20;8:25;21.50
1800;8;1;12/2/20;8:30;21.50
1797;8;1;12/2/20;8:35;21.50
1740;11;1;12/2/20;8:40;21.25
1740;11;1;12/2/20;8:45;21.50
1746;8;2;12/2/20;8:50;21.25
1746;8;2;12/2/20;8:55;21.25
1608;19;2;12/2/20;9:00;21.50
1671;18;2;12/2/20;9:05;21.25
1800;18;2;12/2/20;9:10;21.25
1800;18;2;12/2/20;9:15;21.25
1779;12;3;12/2/20;9:20;21.25
1779;12;3;12/2/20;9:25;21.25
1875;12;2;12/2/20;9:30;21.25
1875;12;2;12/2/20;9:35;21.25
1725;10;0;12/2/20;9:40;21.25
1725;10;0;12/2/20;9:45;21.25
1788;12;2;12/2/20;9:50;21.25
1788;12;2;12/2/20;9:55;21.25
1773;21;1;12/2/20;10:00;21.25
1773;21;1;12/2/20;10:05;21.25
1734;18;1;12/2/20;10:10;21.25
1734;18;1;12/2/20;10:15;21.25
1836;19;3;12/2/20;10:20;21.25
1809;18;3;12/2/20;10:25;21.25
1650;11;0;12/2/20;10:30;21.25
1650;11;0;12/2/20;10:35;21.00
1746;15;3;12/2/20;10:40;21.00
1746;15;3;12/2/20;10:45;21.25
1638;13;2;12/2/20;10:50;21.25
1638;13;2;12/2/20;10:55;21.25
1473;11;2;12/2/20;11:00;21.25
1473;11;2;12/2/20;11:05;21.25
1656;8;1;12/2/20;11:10;21.25
1656;8;1;12/2/20;11:15;21.25
1776;18;4;12/2/20;11:20;21.25
1740;19;5;12/2/20;11:25;22.00
1716;7;1;12/2/20;11:30;22.75
1716;7;1;12/2/20;11:35;23.50
1740;11;1;12/2/20;11:40;24.00
1740;11;1;12/2/20;11:45;24.25
1818;21;1;12/2/20;11:50;24.75
1839;20;1;12/2/20;11:55;25.25
1503;17;4;12/2/20;12:00;25.50
1590;17;4;12/2/20;12:05;26.00
1578;9;3;12/2/20;12:10;26.25
1578;9;3;12/2/20;12:15;26.75
1767;10;1;12/2/20;12:20;26.75
1761;9;1;12/2/20;12:25;27.00
1545;8;3;12/2/20;12:30;27.25
1545;8;3;12/2/20;12:35;27.50
1716;6;0;12/2/20;12:40;27.75
1737;7;0;12/2/20;12:45;28.00
1527;9;1;12/2/20;12:50;28.00
1527;9;1;12/2/20;12:55;28.25
1680;1;1;12/2/20;13:00;28.25
1680;1;1;12/2/20;13:05;28.50
1605;14;1;12/2/20;13:10;28.50
1605;14;1;12/2/20;13:15;28.75
1782;11;0;12/2/20;13:20;29.00
1695;11;0;12/2/20;13:25;29.00
1755;4;2;12/2/20;13:30;29.00
1755;4;2;12/2/20;13:35;29.00
1452;5;0;12/2/20;13:40;29.00
1452;5;0;12/2/20;13:45;29.25
1683;7;1;12/2/20;13:50;29.25
1683;7;1;12/2/20;13:55;29.25
1704;6;1;12/2/20;14:00;29.50
1674;6;1;12/2/20;14:05;29.50
1779;8;1;12/2/20;14:10;29.50
1815;9;1;12/2/20;14:15;29.75
1782;11;0;12/2/20;14:20;30.00
1740;12;0;12/2/20;14:25;30.00
1641;3;0;12/2/20;14:31;30.00
1671;2;0;12/2/20;14:36;30.25
1779;5;0;12/2/20;14:41;30.25
1779;5;0;12/2/20;14:46;30.25
1752;15;2;12/2/20;14:51;30.25
1752;15;2;12/2/20;14:56;30.25
1665;4;0;12/2/20;15:01;30.25
1665;4;0;12/2/20;15:06;29.50
1812;7;0;12/2/20;15:11;29.00
1812;7;0;12/2/20;15:16;28.50
1830;9;0;12/2/20;15:21;28.25
1830;9;0;12/2/20;15:26;27.75
1572;11;1;12/2/20;15:31;27.50
1599;10;1;12/2/20;15:36;27.25
1671;8;1;12/2/20;15:41;27.25
1671;8;1;12/2/20;15:46;26.75
1650;8;1;12/2/20;15:51;26.75
1650;8;1;12/2/20;15:56;26.50
1647;13;0;12/2/20;16:01;26.25
1677;10;0;12/2/20;16:06;26.25
1635;6;1;12/2/20;16:11;26.00
1635;6;1;12/2/20;16:16;26.00
1638;9;5;12/2/20;16:21;25.75
1638;9;5;12/2/20;16:26;25.75
1533;14;2;12/2/20;16:31;25.75
1464;15;2;12/2/20;16:36;25.50
1857;8;6;12/2/20;16:41;25.50
1857;9;6;12/2/20;16:46;25.50
1566;6;0;12/2/20;16:51;25.25
1566;6;0;12/2/20;16:56;25.25
1461;5;1;12/2/20;17:01;25.25
1461;5;1;12/2/20;17:06;25.00
1842;7;1;12/2/20;17:11;25.00
1842;7;1;12/2/20;17:16;25.00
1716;15;2;12/2/20;17:21;25.00
1695;15;2;12/2/20;17:26;25.00
1452;2;0;12/2/20;17:31;25.00
1368;2;0;12/2/20;17:36;25.00
1569;11;0;12/2/20;17:41;24.75
1569;11;0;12/2/20;17:46;24.75
1440;9;0;12/2/20;17:51;24.75
1440;9;0;12/2/20;17:56;24.50
1569;5;1;12/2/20;18:01;24.50
1587;4;0;12/2/20;18:06;24.50
1464;10;0;12/2/20;18:11;24.50
1434;10;0;12/2/20;18:16;24.50
1488;5;1;12/2/20;18:21;24.50
1476;8;1;12/2/20;18:26;24.50
1437;8;0;12/2/20;18:31;24.50
1437;8;0;12/2/20;18:36;24.50
1332;7;0;12/2/20;18:41;24.50
1353;6;0;12/2/20;18:46;24.50
1572;7;0;12/2/20;18:51;24.25
1572;7;0;12/2/20;18:56;24.25
1530;6;2;12/2/20;19:01;24.25
1614;6;2;12/2/20;19:06;24.25
1329;6;0;12/2/20;19:11;24.25
1329;6;0;12/2/20;19:16;24.25
1452;9;0;12/2/20;19:21;24.25
1455;9;0;12/2/20;19:26;24.25
1296;8;2;12/2/20;19:31;24.25
1296;8;2;12/2/20;19:36;24.00
1545;8;0;12/2/20;19:41;24.00
1545;8;0;12/2/20;19:46;24.00
1425;10;1;12/2/20;19:51;24.00
1425;10;1;12/2/20;19:56;24.00
1491;9;0;12/2/20;20:01;24.00
1491;10;0;12/2/20;20:06;23.75
1524;8;0;12/2/20;20:11;23.75
1524;8;0;12/2/20;20:16;23.75
1473;4;0;12/2/20;20:21;23.50
1437;4;0;12/2/20;20:26;23.75
1497;4;0;12/2/20;20:31;23.75
1497;4;0;12/2/20;20:36;23.50
1590;8;1;12/2/20;20:41;23.50
1590;8;1;12/2/20;20:46;23.50
1485;8;1;12/2/20;20:51;23.50
1485;8;1;12/2/20;20:56;23.50
1617;19;6;12/2/20;21:01;23.50
1590;17;6;12/2/20;21:06;23.50
1509;9;3;12/2/20;21:11;23.25
1509;9;3;12/2/20;21:16;23.50
1587;9;3;12/2/20;21:21;23.25
1587;9;3;12/2/20;21:26;23.25
1329;6;0;12/2/20;21:31;23.25
1329;6;0;12/2/20;21:36;23.25
1563;6;1;12/2/20;21:41;23.25
1563;6;1;12/2/20;21:46;23.25
1539;16;1;12/2/20;21:51;23.25
1539;16;1;12/2/20;21:56;23.00
1491;11;0;12/2/20;22:01;23.25
1491;11;0;12/2/20;22:06;23.25
1494;9;1;12/2/20;22:11;23.25
1494;9;1;12/2/20;22:16;23.00
1545;11;1;12/2/20;22:21;23.25
1530;11;1;12/2/20;22:26;23.00
1584;9;2;12/2/20;22:31;23.00
1584;9;2;12/2/20;22:36;23.00
1413;7;0;12/2/20;22:41;23.00
1413;7;0;12/2/20;22:46;22.75
1668;17;1;12/2/20;22:51;23.00
1596;17;1;12/2/20;22:56;23.00
1602;12;0;12/2/20;23:01;22.75
1659;10;0;12/2/20;23:06;22.75
1851;15;2;12/2/20;23:11;22.75
1851;15;2;12/2/20;23:16;22.75
1638;17;1;12/2/20;23:21;22.75
1629;16;1;12/2/20;23:26;22.75
1749;11;0;12/2/20;23:31;22.75
1749;11;0;12/2/20;23:36;22.75
1758;13;1;12/2/20;23:41;22.75
1758;13;1;12/2/20;23:46;22.75
1602;10;1;12/2/20;23:51;22.50
1602;10;1;12/2/20;23:56;22.75
1653;10;2;13/2/20;0:02;22.75
1653;10;2;13/2/20;0:07;22.50
1572;11;0;13/2/20;0:12;22.75
1662;10;0;13/2/20;0:17;22.50
1794;11;0;13/2/20;0:22;22.50
1755;12;0;13/2/20;0:27;22.50
1656;12;1;13/2/20;0:32;22.50
1656;12;1;13/2/20;0:37;22.50
1401;6;1;13/2/20;0:42;22.50
1401;6;1;13/2/20;0:47;22.75
1584;9;1;13/2/20;0:52;22.50
1563;8;1;13/2/20;0:57;22.50
1608;10;1;13/2/20;1:02;22.50
1608;10;1;13/2/20;1:07;22.50
1575;10;1;13/2/20;1:12;22.50
1617;11;1;13/2/20;1:17;22.50
1818;9;4;13/2/20;1:22;22.50
1404;9;0;13/2/20;1:27;22.25
1371;9;0;13/2/20;1:32;22.50
1560;6;1;13/2/20;1:37;22.50
1560;7;2;13/2/20;1:42;22.25
1425;7;2;13/2/20;1:47;22.25
1407;6;1;13/2/20;1:52;22.25
1626;10;1;13/2/20;1:57;22.25
1656;9;1;13/2/20;2:02;22.25
1524;14;0;13/2/20;2:07;22.25
1524;14;0;13/2/20;2:12;22.25
1476;9;2;13/2/20;2:17;22.25
1476;9;2;13/2/20;2:22;22.25
1479;17;2;13/2/20;2:27;22.25
1479;17;2;13/2/20;2:32;22.25
1458;2;1;13/2/20;2:37;22.25
1458;2;1;13/2/20;2:42;22.25
1512;12;1;13/2/20;2:47;22.00
1482;13;1;13/2/20;2:52;22.00
1296;10;1;13/2/20;2:57;22.25
1296;10;1;13/2/20;3:02;22.25
1545;9;3;13/2/20;3:07;22.25
1545;9;3;13/2/20;3:12;22.25
1500;7;1;13/2/20;3:17;22.25
1500;7;1;13/2/20;3:22;22.00
1452;15;1;13/2/20;3:27;22.00
1512;17;1;13/2/20;3:32;22.00
1617;9;0;13/2/20;3:37;22.00
1617;9;0;13/2/20;3:42;22.00
1341;10;1;13/2/20;3:47;22.00
1341;10;1;13/2/20;3:52;22.00
1443;4;1;13/2/20;3:57;22.00
1473;4;1;13/2/20;4:02;22.00
1296;4;1;13/2/20;4:07;22.00
1296;4;1;13/2/20;4:12;22.00
1413;8;0;13/2/20;4:17;22.00
1416;9;0;13/2/20;4:22;22.00
1485;10;2;13/2/20;4:27;21.75
1485;10;2;13/2/20;4:32;22.00
1419;7;0;13/2/20;4:37;21.75
1419;7;0;13/2/20;4:42;22.00
1341;3;0;13/2/20;4:47;21.75
1353;3;0;13/2/20;4:52;22.00
1524;7;4;13/2/20;4:57;21.75
1524;7;4;13/2/20;5:02;21.75
1593;10;0;13/2/20;5:07;21.75
1593;10;0;13/2/20;5:12;21.75
1539;5;0;13/2/20;5:17;21.75
1539;5;0;13/2/20;5:22;21.75
1383;17;3;13/2/20;5:27;21.75
1383;17;3;13/2/20;5:32;21.75
1464;17;3;13/2/20;5:37;21.75
1464;17;3;13/2/20;5:42;21.75
1542;15;1;13/2/20;5:47;21.75
1542;15;1;13/2/20;5:52;21.75
1659;23;4;13/2/20;5:57;21.75
1683;20;3;13/2/20;6:02;21.50
1530;8;1;13/2/20;6:07;21.50
1521;8;1;13/2/20;6:12;21.75
1332;9;0;13/2/20;6:17;21.75
1332;6;0;13/2/20;6:22;21.50
1506;10;3;13/2/20;6:27;21.75
1506;10;3;13/2/20;6:32;21.75
1455;8;0;13/2/20;6:37;21.50
1455;8;0;13/2/20;6:42;21.50
1443;12;3;13/2/20;6:47;21.50
1443;12;3;13/2/20;6:52;21.50
1572;14;1;13/2/20;6:57;21.50
1530;12;2;13/2/20;7:02;21.75
1545;15;0;13/2/20;7:07;21.50
1545;15;0;13/2/20;7:12;21.50
1602;10;2;13/2/20;7:17;21.50
1575;10;2;13/2/20;7:22;21.50
1488;15;0;13/2/20;7:27;21.50
1488;15;0;13/2/20;7:32;21.75
1662;23;2;13/2/20;7:37;21.50
1662;23;2;13/2/20;7:42;21.50
1632;12;2;13/2/20;7:47;21.50
1632;12;2;13/2/20;7:52;21.50
1659;18;3;13/2/20;7:57;21.50
1659;18;3;13/2/20;8:02;21.50
1608;18;0;13/2/20;8:07;21.50
1608;18;0;13/2/20;8:12;21.50
1608;18;1;13/2/20;8:17;21.75
1689;20;1;13/2/20;8:22;21.50
1581;21;3;13/2/20;8:27;21.50
1650;26;3;13/2/20;8:32;21.50
1530;15;1;13/2/20;8:37;21.50
1530;15;1;13/2/20;8:42;21.25
1632;14;2;13/2/20;8:47;21.50
1632;14;2;13/2/20;8:52;21.50
1689;14;2;13/2/20;8:57;21.50
1689;14;2;13/2/20;9:02;21.50
1770;12;4;13/2/20;9:07;21.25
1770;12;4;13/2/20;9:12;21.50
1788;14;3;13/2/20;9:17;21.50
1752;12;3;13/2/20;9:22;21.50
1896;23;5;13/2/20;9:27;21.25
1896;22;5;13/2/20;9:32;21.25
1533;12;2;13/2/20;9:38;21.25
1548;13;2;13/2/20;9:43;21.50
1725;12;2;13/2/20;9:48;21.25
1725;12;2;13/2/20;9:53;21.50
1515;11;2;13/2/20;9:58;21.25
1452;13;1;13/2/20;10:03;21.25
1743;16;1;13/2/20;10:08;21.25
1743;16;1;13/2/20;10:13;21.25
1722;14;0;13/2/20;10:18;21.50
1695;10;0;13/2/20;10:23;21.50
1695;10;0;13/2/20;10:28;21.50
1770;13;3;13/2/20;10:33;21.50
1770;13;3;13/2/20;10:38;21.50
1758;7;1;13/2/20;10:43;21.50
1758;7;1;13/2/20;10:48;21.50
1923;10;0;13/2/20;10:53;21.50
1911;10;0;13/2/20;10:58;21.75
1920;20;3;13/2/20;11:03;21.75
1920;20;3;13/2/20;11:08;21.75
1695;20;0;13/2/20;11:13;21.75
1695;20;0;13/2/20;11:18;21.75
1638;11;4;13/2/20;11:23;21.75
1656;12;4;13/2/20;11:28;21.75
1830;16;1;13/2/20;11:33;21.75
1830;16;1;13/2/20;11:38;21.75
1797;17;2;13/2/20;11:43;21.75
1797;17;2;13/2/20;11:48;21.75
1671;26;4;13/2/20;11:53;21.75
1671;26;4;13/2/20;11:58;22.00
1614;8;1;13/2/20;12:03;21.75
1614;8;1;13/2/20;12:08;21.75
1557;8;0;13/2/20;12:13;21.75
1557;8;0;13/2/20;12:18;21.75
1311;8;1;13/2/20;12:23;22.00
1311;8;1;13/2/20;12:28;22.00
1518;12;5;13/2/20;12:33;22.00
1467;14;5;13/2/20;12:38;22.00
1389;7;0;13/2/20;12:43;22.00
1389;7;0;13/2/20;12:48;22.25
1044;5;0;13/2/20;12:53;23.00
1044;5;0;13/2/20;12:58;23.75
939;7;1;13/2/20;13:03;24.50
939;7;1;13/2/20;13:08;25.00
861;1;0;13/2/20;13:13;25.50
861;1;0;13/2/20;13:18;25.75
1026;7;0;13/2/20;13:23;26.00
1026;7;0;13/2/20;13:28;26.25
924;2;0;13/2/20;13:33;26.50
924;2;0;13/2/20;13:38;26.50
1002;3;2;13/2/20;13:43;26.75
1002;3;2;13/2/20;13:48;27.00
789;1;0;13/2/20;13:53;27.25
789;1;0;13/2/20;13:58;27.50
759;3;0;13/2/20;14:03;27.75
759;3;0;13/2/20;14:08;28.00
807;2;1;13/2/20;14:13;28.00
807;2;1;13/2/20;14:18;28.25
738;2;0;13/2/20;14:23;28.25
738;2;0;13/2/20;14:28;28.50
900;2;0;13/2/20;14:33;28.50
900;2;0;13/2/20;14:38;28.75
825;4;0;13/2/20;14:43;29.00
825;4;0;13/2/20;14:48;29.00
708;0;0;13/2/20;14:53;29.00
708;0;0;13/2/20;14:58;29.25
657;0;0;13/2/20;15:03;29.25
657;0;0;13/2/20;15:08;29.25
699;0;0;13/2/20;15:13;29.50
699;0;0;13/2/20;15:18;29.50
690;4;1;13/2/20;15:23;29.00
690;4;1;13/2/20;15:28;28.50
768;0;0;13/2/20;15:33;28.25
768;0;0;13/2/20;15:38;27.75
738;4;0;13/2/20;15:43;27.50
738;4;0;13/2/20;15:48;27.00
834;7;3;13/2/20;15:53;26.75
834;7;3;13/2/20;15:58;26.75
597;1;0;13/2/20;16:03;26.50
597;1;0;13/2/20;16:08;26.25
615;1;0;13/2/20;16:13;26.00
615;1;0;13/2/20;16:18;26.00
723;4;0;13/2/20;16:23;26.00
723;4;0;13/2/20;16:28;25.75
726;3;0;13/2/20;16:33;25.50
726;3;0;13/2/20;16:38;25.50
672;1;0;13/2/20;16:43;25.50
672;1;0;13/2/20;16:48;25.25
756;6;0;13/2/20;16:53;25.50
762;7;0;13/2/20;16:58;25.25
711;2;0;13/2/20;17:03;25.25
711;2;0;13/2/20;17:08;25.25
999;8;1;13/2/20;17:13;25.00
999;8;1;13/2/20;17:18;25.00
879;9;1;13/2/20;17:23;25.00
879;9;1;13/2/20;17:28;25.00
783;2;0;13/2/20;17:33;25.00
783;2;0;13/2/20;17:38;25.00
735;0;0;13/2/20;17:43;24.75
735;0;0;13/2/20;17:48;24.75
846;1;0;13/2/20;17:53;24.75
846;1;0;13/2/20;17:58;24.75
720;4;1;13/2/20;18:03;24.75
720;4;1;13/2/20;18:08;24.75
606;1;0;13/2/20;18:13;24.50
606;1;0;13/2/20;18:18;24.50
642;4;0;13/2/20;18:23;24.50
642;4;0;13/2/20;18:28;24.25
585;2;1;13/2/20;18:33;24.25
585;2;1;13/2/20;18:38;24.25
678;0;0;13/2/20;18:43;24.25
678;0;0;13/2/20;18:48;24.25
630;3;0;13/2/20;18:53;24.25
630;3;0;13/2/20;18:58;24.25
561;2;0;13/2/20;19:04;24.25
561;2;0;13/2/20;19:09;24.25
600;0;0;13/2/20;19:14;24.25
600;0;0;13/2/20;19:19;24.00
699;2;0;13/2/20;19:24;24.00
699;2;0;13/2/20;19:29;24.25
693;1;1;13/2/20;19:34;24.00
693;1;1;13/2/20;19:39;24.00
654;2;0;13/2/20;19:44;24.00
654;2;0;13/2/20;19:49;24.00
699;1;0;13/2/20;19:54;24.00
699;1;0;13/2/20;19:59;24.00
819;4;0;13/2/20;20:04;24.00
819;4;0;13/2/20;20:09;24.00
657;1;0;13/2/20;20:14;24.00
657;1;0;13/2/20;20:19;24.00
744;4;1;13/2/20;20:24;23.75
744;4;1;13/2/20;20:29;24.00
741;1;0;13/2/20;20:34;24.00
741;1;0;13/2/20;20:39;23.75
819;3;0;13/2/20;20:44;23.75
819;3;0;13/2/20;20:49;23.75
657;3;0;13/2/20;20:54;23.75
657;3;0;13/2/20;20:59;23.75
735;4;0;13/2/20;21:04;23.75
735;4;0;13/2/20;21:09;23.75
699;1;0;13/2/20;21:14;23.75
699;1;0;13/2/20;21:19;23.75
900;2;0;13/2/20;21:24;23.75
900;2;0;13/2/20;21:29;23.50
744;3;0;13/2/20;21:34;23.50
744;3;0;13/2/20;21:39;23.50
825;2;0;13/2/20;21:44;23.50
825;2;0;13/2/20;21:49;23.50
861;2;1;13/2/20;21:54;23.25
852;1;0;13/2/20;21:59;23.50
888;2;0;13/2/20;22:04;23.25
831;1;0;13/2/20;22:09;23.25
1005;1;0;13/2/20;22:14;23.25
1002;1;0;13/2/20;22:19;23.25
945;3;1;13/2/20;22:24;23.25
936;4;2;13/2/20;22:29;23.25
1005;4;1;13/2/20;22:34;23.25
933;4;1;13/2/20;22:39;23.00
1032;5;1;13/2/20;22:44;23.00
1053;6;1;13/2/20;22:49;23.00
1011;4;1;13/2/20;22:54;23.00
1011;4;1;13/2/20;22:59;23.00
1125;2;0;13/2/20;23:04;23.00
1125;2;0;13/2/20;23:09;22.75
1092;5;1;13/2/20;23:14;23.00
1092;5;1;13/2/20;23:19;22.75
1047;1;0;13/2/20;23:24;22.75
1047;1;0;13/2/20;23:29;22.75
1101;3;1;13/2/20;23:34;22.75
1101;3;1;13/2/20;23:39;22.75
1080;8;1;13/2/20;23:44;22.75
1080;8;1;13/2/20;23:49;22.75
1188;5;0;13/2/20;23:54;22.75
1188;5;0;13/2/20;23:59;22.75
1029;8;1;14/2/20;0:04;22.50
1029;8;1;14/2/20;0:09;22.75
966;0;0;14/2/20;0:14;22.75
966;0;0;14/2/20;0:19;22.50
921;2;0;14/2/20;0:24;22.50
912;2;0;14/2/20;0:29;22.50
1182;3;0;14/2/20;0:34;22.50
1149;3;0;14/2/20;0:39;22.50
1032;3;1;14/2/20;0:44;22.50
1032;3;1;14/2/20;0:49;22.50
1095;7;0;14/2/20;0:54;22.50
1095;7;0;14/2/20;0:59;22.25
1068;3;0;14/2/20;1:04;22.25
1068;3;0;14/2/20;1:09;22.25
